from_node,to_node,length_m,free_flow_speed_kmh,lanes,capacity,road_name,district,oneway,lanes_imputed,speed_imputed,road_name_missing,district_matched_by
1270027375,2222522344,150.672,50.0,4,5439,臺灣大道一段,中區,no,False,False,False,contains
1270027375,2284346553,106.989,50.0,1,1360,平等街,中區,yes,True,True,False,contains
1270027397,703698051,106.249,50.0,1,1360,自由路二段,中區,no,True,True,False,contains
1270027397,1270027354,114.035,49.99999999999999,4,5439,臺灣大道一段,中區,no,False,False,False,contains
1270027397,2222522299,225.066,49.99999999999999,4,5439,臺灣大道一段,中區,no,False,False,False,contains
1282923531,2273314832,220.295,60.00000000000001,3,4079,文心路四段,北屯區,yes,False,False,False,contains
1282923531,3711540338,13.748,50.0,2,2719,熱河路二段,北屯區,no,False,True,False,contains
1296335911,2273306452,97.026,49.99999999999999,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
1296335917,1296335911,28.978,49.99999999999999,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
1296335917,2127364520,13.442,49.99999999999999,1,1360,,北屯區,no,True,True,True,contains
1296887545,2073166460,10.341,50.0,1,1360,旱溪東路三段,北屯區,no,True,True,False,contains
1296887545,5042099483,112.431,50.0,2,2719,松竹二號橋,北屯區,yes,False,False,False,contains
1430832186,2225388567,27.37,49.99999999999999,1,1360,東大路一段,西屯區,no,True,True,False,contains
1596002756,1596002767,14.469,50.0,1,1360,臺灣大道三段,西屯區,yes,True,True,False,contains
1596002756,2796037637,89.163,50.0,1,1360,臺灣大道三段,西屯區,no,True,True,False,contains
1596002767,2984132842,238.94,49.99999999999999,1,1360,臺灣大道三段,西屯區,yes,True,True,False,contains
1619106756,2222522344,106.685,50.00000000000001,1,1360,三民路二段,中區,no,True,True,False,contains
1619106756,2284346553,150.999,50.0,2,2719,成功路,中區,yes,False,True,False,contains
1629241738,3283314503,32.491,49.99999999999999,2,2719,成功路,中區,yes,False,True,False,contains
1632701029,2273314849,11.977,50.0,1,1360,崇德五路,北屯區,no,True,True,False,contains
1632701029,4014688881,185.218,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
1632701037,1632701039,153.926,50.0,1,1360,梅川東路五段,北屯區,yes,True,True,False,contains
1632701037,2479028923,72.595,50.0,1,1360,崇德六路,北屯區,no,True,True,False,contains
1632701039,2273307102,73.944,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
1632701039,2273307107,8.848,50.0,1,1360,梅川東路五段,北屯區,yes,True,True,False,contains
1634084655,2479029261,180.21699999999998,50.0,1,1360,后庄北路,北屯區,no,True,True,False,contains
1634084655,2625594554,10.529,50.0,1,1360,經貿三路二段,北屯區,no,True,True,False,contains
1634084655,2632076613,148.34,50.00000000000001,1,1360,中清路二段,北屯區,yes,True,True,False,contains
1634084657,277967597,637.0049999999999,50.0,1,1360,后庄北路,北屯區,no,True,True,False,contains
1634084657,2479029261,226.55,50.00000000000001,1,1360,后庄北路,北屯區,no,True,True,False,contains
1634084657,2632076620,235.438,50.0,1,1360,庄美街,北屯區,no,True,True,False,contains
1634084666,3555961414,464.57,50.000000000000014,1,1360,中清路三段,西屯區,yes,True,True,False,contains
1634084666,3555961439,11.79,50.0,1,1360,中清路三段225巷,西屯區,no,True,True,False,contains
1647311816,1634084655,114.724,49.99999999999999,1,1360,中清路二段,北屯區,yes,True,True,False,contains
1647311816,3426932994,11.027,50.0,1,1360,后庄路,北屯區,no,True,True,False,contains
1696147057,1632701029,128.017,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
1696147057,2273314851,11.797,50.0,1,1360,崇德六路,北屯區,no,True,True,False,contains
1696147066,2273307095,74.11099999999999,49.99999999999999,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
1900557603,3182231466,146.799,50.00000000000001,2,2719,松竹路一段,北屯區,yes,False,False,False,contains
1905096254,2336845134,460.024,50.0,4,5439,軍福九路,北屯區,no,False,True,False,contains
2073166460,369670890,599.7170000000001,50.00000000000001,2,2719,松竹路一段,北屯區,yes,False,False,False,contains
2073166460,1296887545,10.341,50.0,1,1360,旱溪東路三段,北屯區,no,True,True,False,contains
2073166460,2078496647,1153.257,49.99999999999999,1,1360,旱溪東路三段,北屯區,no,True,True,False,contains
2078496647,1229056176,904.3989999999999,50.0,2,2719,東山路一段,北屯區,no,False,True,False,contains
2078496647,2073166460,1153.257,50.00000000000001,1,1360,旱溪東路三段,北屯區,no,True,True,False,contains
2078496647,3212772158,208.141,50.00000000000001,4,5439,東山路一段,北屯區,no,False,True,False,contains
2078496647,3212781967,178.993,50.0,1,1360,水景街,北屯區,no,True,True,False,contains
2127364235,1270027352,133.175,50.00000000000001,4,5439,臺灣大道一段,中區,no,False,False,False,contains
2127364235,2127364247,104.421,50.0,1,1360,大誠街,中區,no,True,True,False,contains
2127364235,2222522424,527.9590000000001,50.0,1,1360,臺灣大道一段,北區,no,True,False,False,contains
2127364247,2127364235,104.421,49.999999999999986,1,1360,大誠街,中區,no,True,True,False,contains
2127364247,2222522366,130.198,50.00000000000001,2,2719,成功路,中區,yes,False,True,False,contains
2127364299,2283708860,18.706,50.0,1,1360,太平路,北區,no,True,True,False,contains
2127364299,2494655709,56.158,50.00000000000001,2,2719,中清路一段,北區,yes,False,True,False,contains
2127364520,1296335917,13.442,49.99999999999999,1,1360,,北屯區,no,True,True,True,contains
2127364520,3388981023,36.031000000000006,50.00000000000001,3,4079,松竹路二段,北屯區,yes,False,False,False,contains
2135456141,2217884312,7.316,50.0,1,1360,力行路,東區,no,True,True,False,contains
2154860686,2154860733,64.449,50.0,6,8158,松竹路三段,北屯區,no,False,False,False,contains
2154860686,4423739252,141.683,50.00000000000001,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2154860733,2154860686,64.449,50.0,6,8158,松竹路三段,北屯區,no,False,False,False,contains
2154860733,11935327603,254.491,49.99999999999999,1,1360,環中路一段,北屯區,yes,True,True,False,contains
2155713241,1900557603,127.71099999999998,49.99999999999999,2,2719,松竹路一段,北屯區,yes,False,False,False,contains
2155713241,2155791898,48.071,49.99999999999999,1,1360,松竹路一段,北屯區,yes,True,False,False,contains
2155791895,2155713241,28.344,50.0,1,1360,松竹路一段,北屯區,yes,True,True,False,contains
2155791898,2155791895,12.335,50.00000000000001,1,1360,環中東路一段,北屯區,yes,True,True,False,contains
2155791898,2273306394,209.329,50.0,2,2719,松竹路一段,北屯區,yes,False,False,False,contains
2170314060,2273314811,110.599,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2170314060,5856301631,10.216,50.0,1,1360,漢口路四段,北屯區,no,True,True,False,contains
2179606707,2285844896,11.519,50.0,1,1360,忠誠街,西區,no,True,True,False,contains
2179606707,2285844904,183.858,50.0,1,1360,忠明南路,西區,yes,True,False,False,contains
2181526578,7216723043,8.543,50.0,3,4079,環中路二段,西屯區,yes,False,True,False,contains
2181526588,2320003290,255.704,50.0,3,4079,環中路二段,西屯區,yes,False,True,False,contains
2181526589,2640718951,37.418,50.0,1,1360,中清路三段,西屯區,yes,True,True,False,contains
2181526589,3433258558,73.937,50.0,3,4079,環中路二段,西屯區,yes,False,True,False,contains
2181526592,2181526589,12.4,50.0,1,1360,環中路一段,西屯區,yes,True,True,False,contains
2181526592,3555961415,81.068,50.0,1,1360,中清路三段,西屯區,yes,True,True,False,contains
2181538077,2625594581,17.668,50.0,1,1360,環中路二段,西屯區,yes,True,True,False,contains
2181538078,389520598,79.13900000000001,50.000000000000014,1,1360,環中路二段,西屯區,yes,True,True,False,contains
2181538078,2640718951,75.861,49.99999999999999,1,1360,環中路二段,西屯區,yes,True,True,False,contains
2181538089,5411985847,64.438,50.0,1,1360,環中路一段,西屯區,yes,True,True,False,contains
2181538089,5411985854,13.129,50.0,1,1360,中清路二段,西屯區,yes,True,True,False,contains
2181538093,2181538096,87.262,50.0,1,1360,環中路一段,西屯區,yes,True,True,False,contains
2181538096,2625617400,822.6419999999998,49.99999999999999,1,1360,環中路一段,西屯區,yes,True,True,False,contains
2192293380,2440630893,16.128,50.0,1,1360,綏遠路一段,北屯區,no,True,True,False,contains
2192293380,2479028788,185.329,50.0,3,4079,文心路四段,北屯區,yes,False,True,False,contains
2192293380,2501749581,77.896,50.0,1,1360,綏遠路一段,北屯區,no,True,True,False,contains
2192305779,2273314824,13.036,50.0,2,2719,北平路四段,北屯區,no,False,True,False,contains
2192305779,2273314828,136.681,50.0,1,1360,崇德路二段,北屯區,yes,True,True,False,contains
2217884310,2217884311,6.547,50.0,1,1360,力行路,東區,no,True,True,False,contains
2217884310,2921806861,128.575,50.0,1,1360,進化路,東區,yes,True,True,False,contains
2217884311,2135456141,55.997,50.0,1,1360,進化路,東區,yes,True,True,False,contains
2217884311,2217884310,6.547,50.0,1,1360,力行路,東區,no,True,True,False,contains
2217884312,263152321,192.008,49.99999999999999,1,1360,力行路,東區,no,True,True,False,contains
2217884312,2135456141,7.316,50.0,1,1360,力行路,東區,no,True,True,False,contains
2217884312,2217884310,55.959,50.0,1,1360,進化路,東區,yes,True,True,False,contains
2222505682,2286393459,229.487,50.0,1,1360,新民街,東區,yes,True,True,False,contains
2222505682,3282747193,126.354,49.99999999999999,2,2719,建國路,中區,yes,False,True,False,contains
2222522299,1270027397,225.066,50.0,4,5439,臺灣大道一段,中區,no,False,False,False,contains
2222522299,1629241738,105.308,49.99999999999999,1,1360,綠川西街,中區,yes,True,True,False,contains
2222522299,5916214842,30.250000000000004,50.00000000000001,6,8158,臺灣大道一段,中區,no,False,False,False,contains
2222522344,1270027352,134.494,50.0,4,5439,臺灣大道一段,中區,no,False,False,False,contains
2222522344,1270027375,150.672,50.0,4,5439,臺灣大道一段,中區,no,False,False,False,contains
2222522344,1619106756,106.685,50.00000000000001,1,1360,三民路二段,中區,no,True,True,False,contains
2222522366,1619106756,136.79,50.0,2,2719,成功路,中區,yes,False,True,False,contains
2222522424,2127364235,527.959,50.0,1,1360,臺灣大道一段,北區,no,True,False,False,contains
2222522424,2222522430,43.322,50.0,5,6799,臺灣大道一段,西區,no,False,False,False,contains
2222522424,3001732576,60.675,50.0,1,1360,,西區,yes,False,True,True,contains
2222522430,297716895,10.035,50.0,1,1360,臺灣大道一段,西區,no,True,False,False,contains
2222522430,2222522424,43.322,50.0,5,6799,臺灣大道一段,西區,no,False,False,False,contains
2222522430,3001732576,41.312,49.99999999999999,2,2719,五權路,西區,yes,False,True,False,contains
2222553767,297716895,104.03,50.0,3,4079,臺灣大道二段,西區,yes,False,False,False,contains
2222553767,2222553768,8.522,50.0,1,1360,均安街,西區,no,True,True,False,contains
2222553767,2555091628,107.727,49.99999999999999,1,1360,均安街,西區,no,True,True,False,contains
2222553768,2222553767,8.522,50.0,1,1360,均安街,西區,no,True,True,False,contains
2222553768,2924917824,71.258,49.99999999999999,1,1360,日興街,西區,no,True,True,False,contains
2222553805,297717106,9.79,50.0,4,5439,英才路,西區,no,False,False,False,contains
2222553805,7936102876,89.682,50.00000000000001,2,2719,英才路,西區,no,False,False,False,contains
2222553812,263152657,152.007,50.0,1,1360,臺灣大道二段,西區,yes,True,True,False,contains
2222553812,2222553813,10.061,50.0,1,1360,,北區,no,True,True,True,contains
2222553813,2222553812,10.061,50.0,1,1360,,北區,no,True,True,True,contains
2222553813,2222553820,154.666,50.0,1,1360,臺灣大道二段,北區,yes,True,True,False,contains
2222553820,791389854,52.857,50.0,1,1360,臺灣大道二段,北區,yes,True,True,False,contains
2222553852,791401854,11.482,50.0,1,1360,臺灣大道二段,西區,yes,True,True,False,contains
2222553852,2320046536,58.941,60.0,1,1360,忠明南路,西區,yes,True,False,False,contains
2222553854,2222553852,14.388000000000002,60.00000000000001,1,1360,忠明南路,西區,yes,True,False,False,contains
2222553854,3504352687,11.463,50.0,1,1360,臺灣大道二段,西區,yes,True,True,False,contains
2222553856,2222553854,9.14,60.0,1,1360,忠明南路,西區,yes,True,False,False,contains
2222553856,3683225210,216.84000000000003,50.00000000000001,1,1360,臺灣大道二段,西區,yes,True,True,False,contains
2222553858,791401855,244.931,59.99999999999999,1,1360,忠明路,西區,yes,True,False,False,contains
2222553858,2222553859,11.457,50.0,1,1360,臺灣大道二段,西區,yes,True,True,False,contains
2222553859,2222553856,13.617,50.0,1,1360,忠明南路,西區,yes,True,True,False,contains
2222553883,746174381,343.918,60.0,3,4079,臺灣大道二段,西屯區,yes,False,False,False,contains
2222553883,2222553885,10.616,50.0,1,1360,大墩路,西屯區,no,True,True,False,contains
2222553885,410063352,409.86000000000007,50.00000000000001,1,1360,臺灣大道二段,西屯區,yes,True,True,False,contains
2222553885,2222553883,10.616,50.0,1,1360,大墩路,西屯區,no,True,True,False,contains
2222553894,1019448875,375.46,59.99999999999999,1,1360,臺灣大道三段,西屯區,yes,True,False,False,contains
2222553894,1263333967,10.222,60.0,3,4079,文心路三段,西屯區,yes,False,False,False,contains
2222701898,3683225178,31.82,50.0,1,1360,弘孝路,西屯區,yes,True,True,False,contains
2222701898,13582966259,316.743,50.0,1,1360,臺灣大道三段,西屯區,yes,True,True,False,contains
2222701916,5057628097,225.375,50.0,1,1360,臺灣大道三段,西屯區,yes,True,True,False,contains
2222701916,13582966256,11.942,50.0,1,1360,河南路三段,西屯區,yes,True,True,False,contains
2225388567,1430832186,27.37,49.99999999999999,1,1360,東大路一段,西屯區,no,True,True,False,contains
2225388567,3893055357,1347.3890000000001,50.0,1,1360,臺灣大道四段,西屯區,yes,True,True,False,contains
2225388579,1253928433,11.723,49.99999999999999,4,5439,工業區一路,西屯區,no,False,True,False,contains
2249636453,3022483282,135.491,50.0,1,1360,精武路,東區,yes,True,True,False,contains
2249636453,5094365563,9.382,50.0,1,1360,,東區,no,True,True,True,contains
2255483095,1263334034,108.892,59.99999999999999,3,4079,文心路二段,西屯區,yes,False,False,False,contains
2272848299,1229056405,564.9000000000001,50.00000000000001,2,2719,松竹路一段,北屯區,yes,False,False,False,contains
2273306340,2273307098,10.977,50.0,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306346,2440630866,111.317,50.0,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306352,2273306346,35.06,50.0,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306352,2273306356,23.885,50.0,1,1360,,北屯區,no,True,True,True,contains
2273306356,2273306340,98.935,50.00000000000001,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306356,2273306352,23.885,50.0,1,1360,,北屯區,no,True,True,True,contains
2273306375,3169776369,10.277,49.99999999999999,3,4079,松竹路一段,北屯區,yes,False,False,False,contains
2273306394,277967313,13.738,50.0,1,1360,軍功路二段,北屯區,no,True,True,False,contains
2273306394,2273306426,170.661,50.00000000000001,2,2719,松竹路一段,北屯區,yes,False,False,False,contains
2273306426,369670890,13.623,50.0,1,1360,松竹二路,北屯區,no,True,True,False,contains
2273306426,1296887545,599.449,49.99999999999999,2,2719,松竹路一段,北屯區,yes,False,False,False,contains
2273306446,3388981056,62.494,50.00000000000001,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306448,2273306452,10.085,50.0,1,1360,松義街,北屯區,no,True,True,False,contains
2273306448,4332200053,50.649,50.0,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306452,2273306448,10.085,50.0,1,1360,松義街,北屯區,no,True,True,False,contains
2273306452,2273306468,207.96,50.0,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306462,2273306448,207.634,49.99999999999999,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273306462,2273306468,9.901,50.0,1,1360,遼寧路二段,北屯區,no,True,True,False,contains
2273306468,2273306462,9.901,50.0,1,1360,遼寧路二段,北屯區,no,True,True,False,contains
2273306468,2479029003,115.93800000000002,50.00000000000001,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273307095,277967555,11.02,50.0,2,2719,松竹路二段,北屯區,yes,False,False,False,contains
2273307095,1696147057,140.245,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273307098,2273307095,9.888,50.0,1,1360,崇德路二段,北屯區,yes,True,True,False,contains
2273307098,2273307104,268.659,49.99999999999999,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307100,1696147066,136.895,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307100,2479028934,72.387,50.0,1,1360,河北路三段,北屯區,no,True,True,False,contains
2273307101,2273307100,57.86,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307101,2273307104,9.392,50.0,1,1360,松竹北一街,北屯區,no,True,True,False,contains
2273307102,2273307101,65.889,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307102,2479028937,76.157,50.0,1,1360,松竹北二街,北屯區,no,True,True,False,contains
2273307104,2273307101,9.392,50.0,1,1360,松竹北一街,北屯區,no,True,True,False,contains
2273307104,2273307107,139.996,50.00000000000001,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307107,8165007147,9.53,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307127,2273307131,233.016,49.99999999999999,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307127,2333048257,8.619,50.0,1,1360,山西路二段,北屯區,yes,True,True,False,contains
2273307130,2273307131,11.434,50.0,1,1360,四平路,北屯區,no,True,True,False,contains
2273307130,2333048257,227.735,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307130,2383675994,429.76300000000003,50.00000000000001,1,1360,四平路,北屯區,no,True,True,False,contains
2273307131,2273307130,11.434,50.0,1,1360,四平路,北屯區,no,True,True,False,contains
2273307131,2273307137,254.76,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307136,2273307130,259.985,49.99999999999999,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307136,2273307137,9.49,50.0,1,1360,榮德一路,北屯區,no,True,True,False,contains
2273307137,2273307136,9.49,50.0,1,1360,榮德一路,北屯區,no,True,True,False,contains
2273307137,2273307140,96.107,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307140,4973988371,9.739,50.0,1,1360,榮德二路,北屯區,no,True,True,False,contains
2273307140,8165006929,82.292,50.0,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273307170,4423739215,140.46200000000002,50.00000000000001,2,2719,松竹路三段,北屯區,yes,False,False,False,contains
2273314773,2493550216,148.187,50.000000000000014,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314773,2494655168,714.1970000000001,50.00000000000001,1,1360,五義街,北區,no,True,True,False,contains
2273314773,8122997582,12.521,50.0,2,2719,錦中街,北區,no,False,True,False,contains
2273314779,378731550,10.217,50.0,1,1360,美德街,北區,no,True,True,False,contains
2273314779,2273314783,156.89,49.99999999999999,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314783,957911268,9.435,50.0,1,1360,健行路,北區,no,True,True,False,contains
2273314783,2384395911,135.91400000000002,50.00000000000001,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314786,957911268,136.245,50.00000000000001,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314786,2384395911,9.797,50.0,1,1360,梅亭街,北區,no,True,True,False,contains
2273314792,2273314786,143.317,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314792,2273314793,9.669,50.0,1,1360,德化街,北區,no,True,True,False,contains
2273314793,2273314792,9.669,50.0,1,1360,德化街,北區,no,True,True,False,contains
2273314793,2273314800,159.894,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314799,2273314792,159.44,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314799,2273314800,10.551,50.0,1,1360,進化北路,北區,yes,True,True,False,contains
2273314800,663692467,11.642,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314801,2273314799,11.532,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314804,2273314801,89.485,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314804,2273314805,9.903,50.0,2,2719,北興街,北區,no,False,True,False,contains
2273314804,2663073620,267.129,49.99999999999999,2,2719,北興街,北區,no,False,True,False,contains
2273314805,2273314804,9.903,50.0,2,2719,北興街,北區,no,False,True,False,contains
2273314805,5286997095,126.233,49.99999999999999,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314809,1019448936,30.719,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314810,2273314809,11.08,50.0,1,1360,太原路二段,北區,yes,True,True,False,contains
2273314810,5286997089,76.161,50.0,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314811,2273314809,76.14999999999999,49.99999999999999,1,1360,崇德路一段,北區,yes,True,True,False,contains
2273314811,5286997089,10.36,50.0,2,2719,崇興路二段,北區,no,False,True,False,contains
2273314821,3469369681,10.145,50.0,1,1360,青島路三段,北屯區,no,True,True,False,contains
2273314821,3728618198,117.266,50.00000000000001,1,1360,崇德路二段,北屯區,yes,True,True,False,contains
2273314824,2192305779,13.036,50.0,2,2719,北平路四段,北屯區,no,False,True,False,contains
2273314824,3728618197,71.812,50.0,1,1360,北平路三段,北屯區,no,True,True,False,contains
2273314824,3728618200,155.168,50.00000000000001,1,1360,崇德路二段,北屯區,yes,True,True,False,contains
2273314828,2273314832,16.152,50.00000000000001,1,1360,崇德路二段,北屯區,yes,True,True,False,contains
2273314828,3711540338,220.033,60.0,3,4079,文心路四段,北屯區,yes,False,False,False,contains
2273314829,2273314824,137.48200000000003,50.000000000000014,1,1360,崇德路二段,北屯區,yes,True,True,False,contains
2273314829,2273314828,10.351,50.0,3,4079,文心路四段,北屯區,yes,False,True,False,contains
2273314832,2273314833,10.417,60.0,3,4079,文心路四段,北屯區,yes,False,False,False,contains
2273314832,2273314835,126.677,49.99999999999999,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314833,2273314829,16.337,50.0,1,1360,崇德路二段,北屯區,yes,True,True,False,contains
2273314833,2479028792,200.013,50.0,3,4079,文心路四段,北屯區,yes,False,True,False,contains
2273314834,2273314833,56.651,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314835,2273314837,60.21,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314835,3711538610,9.702,50.0,2,2719,瀋陽路三段,北屯區,no,False,True,False,contains
2273314837,2273314838,71.982,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314838,3391179538,85.332,49.99999999999999,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314838,5040167704,10.496,50.0,2,2719,旅順路二段,北屯區,no,False,True,False,contains
2273314841,2273314842,11.189,50.0,2,2719,大連路二段,北屯區,no,False,True,False,contains
2273314841,2782665603,122.187,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314842,2273314841,11.189,50.0,2,2719,大連路二段,北屯區,no,False,True,False,contains
2273314842,5040167704,138.013,50.0,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314849,1632701029,11.977,50.0,1,1360,崇德五路,北屯區,no,True,True,False,contains
2273314849,2273314851,127.748,50.00000000000001,2,2719,崇德路二段,北屯區,yes,False,True,False,contains
2273314851,1696147057,11.797,50.0,1,1360,崇德六路,北屯區,no,True,True,False,contains
2283708860,2127364299,18.706,50.0,1,1360,太平路,北區,no,True,True,False,contains
2283708860,2494655168,193.864,49.99999999999999,1,1360,五義街,北區,no,True,True,False,contains
2284346549,703698051,113.759,49.99999999999999,2,2719,成功路,中區,yes,False,True,False,contains
2284346549,1270027354,105.987,50.00000000000001,2,2719,市府路,中區,yes,False,True,False,contains
2284346553,2284346549,107.122,50.00000000000001,2,2719,成功路,中區,yes,False,True,False,contains
2285774258,2285774260,13.358,50.0,1,1360,篤行路,北區,yes,True,True,False,contains
2285774258,2320046529,179.517,50.0,2,2719,五權路,北區,yes,False,True,False,contains
2285774260,380037311,110.555,50.0,2,2719,五權路,北區,yes,False,True,False,contains
2285774260,2285774271,103.705,50.0,1,1360,篤行路,西區,no,True,True,False,contains
2285774271,2285774260,103.705,50.0,1,1360,篤行路,西區,no,True,True,False,contains
2285774271,2319986975,89.781,50.0,1,1360,日興街,西區,no,True,True,False,contains
2285774271,2494655713,179.85399999999998,49.99999999999999,1,1360,日興街,西區,no,True,True,False,contains
2285774309,2285774310,38.454,50.0,1,1360,日進街,西區,no,True,True,False,contains
2285774309,3285467668,242.261,49.99999999999999,1,1360,日進街,西區,no,True,True,False,contains
2285774310,2285774309,38.454,50.0,1,1360,日進街,西區,no,True,True,False,contains
2285774310,2285774321,82.866,50.0,1,1360,梅川東路二段,西區,yes,True,True,False,contains
2285774320,2285774309,86.839,50.0,1,1360,梅川西路二段,西區,yes,True,True,False,contains
2285774320,2285774321,27.385,49.99999999999999,1,1360,文化街,北區,no,True,True,False,contains
2285774321,2285774320,27.385,49.99999999999999,1,1360,文化街,北區,no,True,True,False,contains
2285774321,2285774335,95.132,50.0,1,1360,梅川東路三段,北區,yes,True,True,False,contains
2285774334,2285774320,95.351,50.0,1,1360,梅川西路三段,北區,yes,True,True,False,contains
2285774334,2285774335,25.254,50.00000000000001,1,1360,中達街,北區,no,True,True,False,contains
2285774335,2285774334,25.254,50.00000000000001,1,1360,中達街,北區,no,True,True,False,contains
2285774335,2285774382,129.35,50.0,1,1360,梅川東路三段,北區,yes,True,True,False,contains
2285774370,2285774371,62.943,50.0,1,1360,文武街,北區,no,True,True,False,contains
2285774370,2285774454,203.866,50.0,1,1360,梅川東路三段,北區,yes,True,True,False,contains
2285774371,2285774370,62.943,50.0,1,1360,文武街,北區,no,True,True,False,contains
2285774371,2285774454,199.55399999999997,50.0,1,1360,英士路,北區,no,True,True,False,contains
2285774371,2494655713,333.432,50.0,1,1360,英士路,北區,no,True,True,False,contains
2285774382,2285774370,119.406,50.00000000000001,1,1360,梅川東路三段,北區,yes,True,True,False,contains
2285774382,5075349548,25.079,50.0,1,1360,篤行路,北區,no,True,True,False,contains
2285774450,1270027356,318.81500000000005,50.00000000000001,2,2719,英才路,北區,no,False,False,False,contains
2285774450,2285774469,59.756,50.0,1,1360,篤行路,北區,no,True,True,False,contains
2285774450,5075349548,171.64499999999998,49.99999999999999,1,1360,篤行路,北區,no,True,True,False,contains
2285774454,2285774371,199.55399999999997,50.0,1,1360,英士路,北區,no,True,True,False,contains
2285774454,2285774511,173.10500000000002,50.00000000000001,1,1360,梅川東路三段,北區,yes,True,True,False,contains
2285774469,2285774450,59.75599999999999,49.99999999999999,1,1360,篤行路,北區,no,True,True,False,contains
2285774469,4422881983,146.618,50.0,1,1360,篤行路335巷,北區,no,True,True,False,contains
2285774469,5643749594,107.504,50.0,1,1360,篤行路,北區,no,True,True,False,contains
2285774511,2285774550,117.876,50.0,1,1360,梅川東路三段,北區,no,True,True,False,contains
2285774550,768592761,11.675,50.0,1,1360,,北區,no,True,True,True,contains
2285774550,2285774511,117.876,50.0,1,1360,梅川東路三段,北區,no,True,True,False,contains
2285774575,2285774590,381.428,50.0,4,5439,西屯路一段,北區,no,False,True,False,contains
2285774576,263152100,213.271,50.0,1,1360,健行路,北區,no,True,True,False,contains
2285774576,2674338909,158.163,50.00000000000001,1,1360,健行路,北區,no,True,True,False,contains
2285774576,6341748165,83.709,50.0,1,1360,篤行路,北區,no,True,True,False,contains
2285774590,2285774575,381.428,50.0,4,5439,西屯路一段,北區,no,False,True,False,contains
2285774590,2641897031,11.884,50.0,1,1360,西屯路一段,北區,no,True,True,False,contains
2285774590,5645685000,221.065,50.00000000000001,2,2719,忠明路,北區,yes,False,True,False,contains
2285844894,413411792,10.229,50.0,1,1360,公益路,西區,no,True,True,False,contains
2285844894,1019449005,438.36400000000003,50.00000000000001,4,5439,公益路,西區,no,False,True,False,contains
2285844894,2179606707,187.023,60.0,1,1360,忠明南路,西區,yes,True,False,False,contains
